,ISO Week Start Date,Country,Account,Product,Value in USD
492,2014-03-10,Mexico,Raw Materials,Overhead,10888.43829755063
493,2014-03-10,Mexico,Admin,Overhead,7386.0
494,2014-03-10,Mexico,Utilities,Overhead,6719.0
495,2014-03-17,United States,Revenue,Product A,91459.0
496,2014-03-17,United States,Labor,Product A,19580.0
497,2014-03-17,United States,Raw Materials,Product A,18566.869295827888
498,2014-03-17,United States,Admin,Product A,9312.0
499,2014-03-17,United States,Utilities,Product A,4324.0
500,2014-03-17,United States,Revenue,Product B,52365.868967564384
501,2014-03-17,United States,Labor,Product B,19347.0
502,2014-03-17,United States,Raw Materials,Product B,18187.868967564387
503,2014-03-17,United States,Admin,Product B,6810.0
504,2014-03-17,United States,Utilities,Product B,5492.0
505,2014-03-17,United States,Revenue,Overhead,40545.90324773432
506,2014-03-17,United States,Labor,Overhead,12923.0
507,2014-03-17,United States,Raw Materials,Overhead,13224.903247734323
508,2014-03-17,United States,Admin,Overhead,8602.0
509,2014-03-17,United States,Utilities,Overhead,3038.0
510,2014-03-17,Canada,Revenue,Product A,59435.0
511,2014-03-17,Canada,Labor,Product A,14268.0
512,2014-03-17,Canada,Raw Materials,Product A,11479.197521416614
513,2014-03-17,Canada,Admin,Product A,5455.0
514,2014-03-17,Canada,Utilities,Product A,3828.0
515,2014-03-17,Canada,Revenue,Product B,54296.131130474874
516,2014-03-17,Canada,Labor,Product B,19086.0
517,2014-03-17,Canada,Raw Materials,Product B,20225.131130474874
518,2014-03-17,Canada,Admin,Product B,6996.0
519,2014-03-17,Canada,Utilities,Product B,5395.0
520,2014-03-17,Canada,Revenue,Overhead,31479.256226926795
521,2014-03-17,Canada,Labor,Overhead,10504.0
522,2014-03-17,Canada,Raw Materials,Overhead,9978.256226926795
523,2014-03-17,Canada,Admin,Overhead,5823.0
524,2014-03-17,Canada,Utilities,Overhead,3928.0
525,2014-03-17,Mexico,Revenue,Product A,52105.0
526,2014-03-17,Mexico,Labor,Product A,15029.0
527,2014-03-17,Mexico,Raw Materials,Product A,14646.276485285971
528,2014-03-17,Mexico,Admin,Product A,6852.0
529,2014-03-17,Mexico,Utilities,Product A,3814.0
530,2014-03-17,Mexico,Revenue,Product B,44150.06528851932
531,2014-03-17,Mexico,Labor,Product B,14175.0
532,2014-03-17,Mexico,Raw Materials,Product B,14332.065288519321
533,2014-03-17,Mexico,Admin,Product B,6250.0
534,2014-03-17,Mexico,Utilities,Product B,4682.0
535,2014-03-17,Mexico,Revenue,Overhead,53153.98558056396
536,2014-03-17,Mexico,Labor,Overhead,16190.0
537,2014-03-17,Mexico,Raw Materials,Overhead,17027.98558056396
538,2014-03-17,Mexico,Admin,Overhead,8486.0
539,2014-03-17,Mexico,Utilities,Overhead,6584.0
540,2014-03-24,United States,Revenue,Product A,53330.0
541,2014-03-24,United States,Labor,Product A,19588.0
542,2014-03-24,United States,Raw Materials,Product A,21130.94719770416
543,2014-03-24,United States,Admin,Product A,6353.0
544,2014-03-24,United States,Utilities,Product A,5783.0
545,2014-03-24,United States,Revenue,Product B,47897.4727409737
546,2014-03-24,United States,Labor,Product B,15063.0
547,2014-03-24,United States,Raw Materials,Product B,14427.472740973704
548,2014-03-24,United States,Admin,Product B,9468.0
549,2014-03-24,United States,Utilities,Product B,4031.0
550,2014-03-24,United States,Revenue,Overhead,50139.679546231346
551,2014-03-24,United States,Labor,Overhead,19337.0
552,2014-03-24,United States,Raw Materials,Overhead,16924.67954623135
553,2014-03-24,United States,Admin,Overhead,5539.0
554,2014-03-24,United States,Utilities,Overhead,5779.0
555,2014-03-24,Canada,Revenue,Product A,70159.0
556,2014-03-24,Canada,Labor,Product A,14964.0
557,2014-03-24,Canada,Raw Materials,Product A,17803.537560766606
558,2014-03-24,Canada,Admin,Product A,7508.0
559,2014-03-24,Canada,Utilities,Product A,5779.0
560,2014-03-24,Canada,Revenue,Product B,39708.0
561,2014-03-24,Canada,Labor,Product B,10924.0
562,2014-03-24,Canada,Raw Materials,Product B,9321.165723177697
563,2014-03-24,Canada,Admin,Product B,9485.0
564,2014-03-24,Canada,Utilities,Product B,4617.0
565,2014-03-24,Canada,Revenue,Overhead,50435.240139928086
566,2014-03-24,Canada,Labor,Overhead,17026.0
567,2014-03-24,Canada,Raw Materials,Overhead,18563.240139928086
568,2014-03-24,Canada,Admin,Overhead,7871.0
569,2014-03-24,Canada,Utilities,Overhead,3797.0
570,2014-03-24,Mexico,Revenue,Product A,87892.0
571,2014-03-24,Mexico,Labor,Product A,17409.0
572,2014-03-24,Mexico,Raw Materials,Product A,17768.237309247885
573,2014-03-24,Mexico,Admin,Product A,6824.0
574,2014-03-24,Mexico,Utilities,Product A,3373.0
575,2014-03-24,Mexico,Revenue,Product B,49524.0
576,2014-03-24,Mexico,Labor,Product B,12193.0
577,2014-03-24,Mexico,Raw Materials,Product B,14569.543137894845
578,2014-03-24,Mexico,Admin,Product B,9158.0
579,2014-03-24,Mexico,Utilities,Product B,4240.0
580,2014-03-24,Mexico,Revenue,Overhead,46716.44470933529
581,2014-03-24,Mexico,Labor,Overhead,13925.0
582,2014-03-24,Mexico,Raw Materials,Overhead,15758.444709335285
583,2014-03-24,Mexico,Admin,Overhead,9000.0
584,2014-03-24,Mexico,Utilities,Overhead,4633.0
585,2014-03-31,United States,Revenue,Product A,50404.0
586,2014-03-31,United States,Labor,Product A,17266.0
587,2014-03-31,United States,Raw Materials,Product A,14737.236273284692
588,2014-03-31,United States,Admin,Product A,9613.0
589,2014-03-31,United States,Utilities,Product A,3475.0
590,2014-03-31,United States,Revenue,Product B,39961.86212014142
591,2014-03-31,United States,Labor,Product B,12000.0
592,2014-03-31,United States,Raw Materials,Product B,12164.862120141423
593,2014-03-31,United States,Admin,Product B,6460.0
594,2014-03-31,United States,Utilities,Product B,6094.0
595,2014-03-31,United States,Revenue,Overhead,50792.284506956596
596,2014-03-31,United States,Labor,Overhead,17140.0
597,2014-03-31,United States,Raw Materials,Overhead,18690.284506956592
598,2014-03-31,United States,Admin,Overhead,7048.0
599,2014-03-31,United States,Utilities,Overhead,3050.0
600,2014-03-31,Canada,Revenue,Product A,71949.0
601,2014-03-31,Canada,Labor,Product A,14780.0
602,2014-03-31,Canada,Raw Materials,Product A,15407.704438873603
603,2014-03-31,Canada,Admin,Product A,9583.0
604,2014-03-31,Canada,Utilities,Product A,4823.0
605,2014-03-31,Canada,Revenue,Product B,37457.32641451904
606,2014-03-31,Canada,Labor,Product B,13419.0
607,2014-03-31,Canada,Raw Materials,Product B,12177.32641451904
608,2014-03-31,Canada,Admin,Product B,5249.0
609,2014-03-31,Canada,Utilities,Product B,3673.0
610,2014-03-31,Canada,Revenue,Overhead,32867.86436279047
611,2014-03-31,Canada,Labor,Overhead,10770.0
612,2014-03-31,Canada,Raw Materials,Overhead,10856.864362790468
613,2014-03-31,Canada,Admin,Overhead,6077.0
614,2014-03-31,Canada,Utilities,Overhead,3235.0
615,2014-03-31,Mexico,Revenue,Product A,87626.0
616,2014-03-31,Mexico,Labor,Product A,18580.0
617,2014-03-31,Mexico,Raw Materials,Product A,15521.049916053487
618,2014-03-31,Mexico,Admin,Product A,9719.0
619,2014-03-31,Mexico,Utilities,Product A,5814.0
620,2014-03-31,Mexico,Revenue,Product B,43617.89820154668
621,2014-03-31,Mexico,Labor,Product B,13374.0
622,2014-03-31,Mexico,Raw Materials,Product B,12948.898201546685
623,2014-03-31,Mexico,Admin,Product B,8981.0
624,2014-03-31,Mexico,Utilities,Product B,3577.0
625,2014-03-31,Mexico,Revenue,Overhead,47330.11395302855
626,2014-03-31,Mexico,Labor,Overhead,14530.0
627,2014-03-31,Mexico,Raw Materials,Overhead,16873.11395302855
628,2014-03-31,Mexico,Admin,Overhead,6329.0
629,2014-03-31,Mexico,Utilities,Overhead,5145.0
630,2014-04-07,United States,Revenue,Product A,73386.0
631,2014-04-07,United States,Labor,Product A,18017.0
632,2014-04-07,United States,Raw Materials,Product A,17240.424384224752
633,2014-04-07,United States,Admin,Product A,7017.0
634,2014-04-07,United States,Utilities,Product A,4331.0
635,2014-04-07,United States,Revenue,Product B,45705.973556240424
636,2014-04-07,United States,Labor,Product B,14261.0
637,2014-04-07,United States,Raw Materials,Product B,13980.973556240426
638,2014-04-07,United States,Admin,Product B,9637.0
639,2014-04-07,United States,Utilities,Product B,3758.0
640,2014-04-07,United States,Revenue,Overhead,42323.94663606235
641,2014-04-07,United States,Labor,Overhead,13177.0
642,2014-04-07,United States,Raw Materials,Overhead,15086.946636062345
643,2014-04-07,United States,Admin,Overhead,5137.0
644,2014-04-07,United States,Utilities,Overhead,5231.0
645,2014-04-07,Canada,Revenue,Product A,69963.0
646,2014-04-07,Canada,Labor,Product A,13472.0
647,2014-04-07,Canada,Raw Materials,Product A,13429.516280147016
648,2014-04-07,Canada,Admin,Product A,9164.0
649,2014-04-07,Canada,Utilities,Product A,5593.0
650,2014-04-07,Canada,Revenue,Product B,48915.02448973043
651,2014-04-07,Canada,Labor,Product B,17941.0
652,2014-04-07,Canada,Raw Materials,Product B,17888.02448973043
653,2014-04-07,Canada,Admin,Product B,8818.0
654,2014-04-07,Canada,Utilities,Product B,3042.0
655,2014-04-07,Canada,Revenue,Overhead,41117.46329575909
656,2014-04-07,Canada,Labor,Overhead,11906.0
657,2014-04-07,Canada,Raw Materials,Overhead,12083.463295759087
658,2014-04-07,Canada,Admin,Overhead,8445.0
659,2014-04-07,Canada,Utilities,Overhead,4935.0
660,2014-04-07,Mexico,Revenue,Product A,92679.0
661,2014-04-07,Mexico,Labor,Product A,17687.0
662,2014-04-07,Mexico,Raw Materials,Product A,15423.539938416818
663,2014-04-07,Mexico,Admin,Product A,6887.0
664,2014-04-07,Mexico,Utilities,Product A,6266.0
665,2014-04-07,Mexico,Revenue,Product B,48732.0
666,2014-04-07,Mexico,Labor,Product B,10666.0
667,2014-04-07,Mexico,Raw Materials,Product B,11380.86833562611
668,2014-04-07,Mexico,Admin,Product B,8122.0
669,2014-04-07,Mexico,Utilities,Product B,6474.0
670,2014-04-07,Mexico,Revenue,Overhead,52562.15919700952
671,2014-04-07,Mexico,Labor,Overhead,17956.0
672,2014-04-07,Mexico,Raw Materials,Overhead,15578.159197009514
673,2014-04-07,Mexico,Admin,Overhead,8900.0
674,2014-04-07,Mexico,Utilities,Overhead,5581.0
675,2014-04-14,United States,Revenue,Product A,89144.0
676,2014-04-14,United States,Labor,Product A,16981.0
677,2014-04-14,United States,Raw Materials,Product A,14404.207090863722
678,2014-04-14,United States,Admin,Product A,8117.0
679,2014-04-14,United States,Utilities,Product A,5593.0
680,2014-04-14,United States,Revenue,Product B,58346.96994280508
681,2014-04-14,United States,Labor,Product B,19945.0
682,2014-04-14,United States,Raw Materials,Product B,21463.969942805077
683,2014-04-14,United States,Admin,Product B,7296.0
684,2014-04-14,United States,Utilities,Product B,5094.0
685,2014-04-14,United States,Revenue,Overhead,48675.73563541772
686,2014-04-14,United States,Labor,Overhead,15240.0
687,2014-04-14,United States,Raw Materials,Overhead,16384.73563541772
688,2014-04-14,United States,Admin,Overhead,9143.0
689,2014-04-14,United States,Utilities,Overhead,6644.0
690,2014-04-14,Canada,Revenue,Product A,63568.0
691,2014-04-14,Canada,Labor,Product A,14432.0
692,2014-04-14,Canada,Raw Materials,Product A,13143.95928722418
693,2014-04-14,Canada,Admin,Product A,6276.0
694,2014-04-14,Canada,Utilities,Product A,4715.0
695,2014-04-14,Canada,Revenue,Product B,35061.24144118273
696,2014-04-14,Canada,Labor,Product B,10302.0
697,2014-04-14,Canada,Raw Materials,Product B,9768.241441182727
698,2014-04-14,Canada,Admin,Product B,9569.0
699,2014-04-14,Canada,Utilities,Product B,3027.0
700,2014-04-14,Canada,Revenue,Overhead,56450.98937384786
701,2014-04-14,Canada,Labor,Overhead,18150.0
702,2014-04-14,Canada,Raw Materials,Overhead,18376.989373847857
703,2014-04-14,Canada,Admin,Overhead,9621.0
704,2014-04-14,Canada,Utilities,Overhead,5746.0
705,2014-04-14,Mexico,Revenue,Product A,67302.0
706,2014-04-14,Mexico,Labor,Product A,15126.0
707,2014-04-14,Mexico,Raw Materials,Product A,16258.426173892314
708,2014-04-14,Mexico,Admin,Product A,6531.0
709,2014-04-14,Mexico,Utilities,Product A,6345.0
710,2014-04-14,Mexico,Revenue,Product B,51426.933645170764
711,2014-04-14,Mexico,Labor,Product B,17673.0
712,2014-04-14,Mexico,Raw Materials,Product B,16641.933645170764
713,2014-04-14,Mexico,Admin,Product B,9580.0
714,2014-04-14,Mexico,Utilities,Product B,5075.0
715,2014-04-14,Mexico,Revenue,Overhead,50922.70402584644
716,2014-04-14,Mexico,Labor,Overhead,18905.0
717,2014-04-14,Mexico,Raw Materials,Overhead,19388.70402584644
718,2014-04-14,Mexico,Admin,Overhead,5125.0
719,2014-04-14,Mexico,Utilities,Overhead,5859.0
720,2014-04-21,United States,Revenue,Product A,94243.0
721,2014-04-21,United States,Labor,Product A,14632.0
722,2014-04-21,United States,Raw Materials,Product A,16917.67806871446
723,2014-04-21,United States,Admin,Product A,5066.0
724,2014-04-21,United States,Utilities,Product A,3232.0
725,2014-04-21,United States,Revenue,Product B,55345.94547906425
726,2014-04-21,United States,Labor,Product B,19361.0
727,2014-04-21,United States,Raw Materials,Product B,16161.945479064245
728,2014-04-21,United States,Admin,Product B,9718.0
729,2014-04-21,United States,Utilities,Product B,6847.0
730,2014-04-21,United States,Revenue,Overhead,47952.78355780795
731,2014-04-21,United States,Labor,Overhead,16891.0
732,2014-04-21,United States,Raw Materials,Overhead,14374.783557807948
733,2014-04-21,United States,Admin,Overhead,7739.0
734,2014-04-21,United States,Utilities,Overhead,4305.0
735,2014-04-21,Canada,Revenue,Product A,60554.0
736,2014-04-21,Canada,Labor,Product A,11761.0
737,2014-04-21,Canada,Raw Materials,Product A,10558.33498456792
738,2014-04-21,Canada,Admin,Product A,8812.0
739,2014-04-21,Canada,Utilities,Product A,6448.0
740,2014-04-21,Canada,Revenue,Product B,50744.9800874268
741,2014-04-21,Canada,Labor,Product B,19504.0
742,2014-04-21,Canada,Raw Materials,Product B,15661.980087426797
743,2014-04-21,Canada,Admin,Product B,6605.0
744,2014-04-21,Canada,Utilities,Product B,4526.0
745,2014-04-21,Canada,Revenue,Overhead,48281.25783417719
746,2014-04-21,Canada,Labor,Overhead,16767.0
747,2014-04-21,Canada,Raw Materials,Overhead,14491.25783417719
748,2014-04-21,Canada,Admin,Overhead,8735.0
749,2014-04-21,Canada,Utilities,Overhead,5870.0
750,2014-04-21,Mexico,Revenue,Product A,74818.0
751,2014-04-21,Mexico,Labor,Product A,19352.0
752,2014-04-21,Mexico,Raw Materials,Product A,16102.673378417641
753,2014-04-21,Mexico,Admin,Product A,9324.0
754,2014-04-21,Mexico,Utilities,Product A,5595.0
755,2014-04-21,Mexico,Revenue,Product B,49902.27018373346
756,2014-04-21,Mexico,Labor,Product B,19111.0
757,2014-04-21,Mexico,Raw Materials,Product B,16145.27018373346
758,2014-04-21,Mexico,Admin,Product B,9170.0
759,2014-04-21,Mexico,Utilities,Product B,3003.0
760,2014-04-21,Mexico,Revenue,Overhead,51081.94907391048
761,2014-04-21,Mexico,Labor,Overhead,15966.0
762,2014-04-21,Mexico,Raw Materials,Overhead,17990.94907391048
763,2014-04-21,Mexico,Admin,Overhead,9289.0
764,2014-04-21,Mexico,Utilities,Overhead,3846.0
765,2014-04-28,United States,Revenue,Product A,56469.0
766,2014-04-28,United States,Labor,Product A,16316.0
767,2014-04-28,United States,Raw Materials,Product A,18074.81867918386
768,2014-04-28,United States,Admin,Product A,6810.0
769,2014-04-28,United States,Utilities,Product A,3723.0
770,2014-04-28,United States,Revenue,Product B,49230.0
771,2014-04-28,United States,Labor,Product B,10224.0
772,2014-04-28,United States,Raw Materials,Product B,11190.156482453336
773,2014-04-28,United States,Admin,Product B,7048.0
774,2014-04-28,United States,Utilities,Product B,5137.0
775,2014-04-28,United States,Revenue,Overhead,54891.26937856717
776,2014-04-28,United States,Labor,Overhead,19765.0
777,2014-04-28,United States,Raw Materials,Overhead,20407.269378567173
778,2014-04-28,United States,Admin,Overhead,7026.0
779,2014-04-28,United States,Utilities,Overhead,5306.0
780,2014-04-28,Canada,Revenue,Product A,50009.0
781,2014-04-28,Canada,Labor,Product A,13744.0
782,2014-04-28,Canada,Raw Materials,Product A,13025.081495148805
783,2014-04-28,Canada,Admin,Product A,6673.0
784,2014-04-28,Canada,Utilities,Product A,5219.0
785,2014-04-28,Canada,Revenue,Product B,45432.0927488857
786,2014-04-28,Canada,Labor,Product B,17041.0
787,2014-04-28,Canada,Raw Materials,Product B,15830.092748885701
788,2014-04-28,Canada,Admin,Product B,5320.0
789,2014-04-28,Canada,Utilities,Product B,4342.0
790,2014-04-28,Canada,Revenue,Overhead,40728.57755802642
791,2014-04-28,Canada,Labor,Overhead,12832.0
792,2014-04-28,Canada,Raw Materials,Overhead,10864.577558026424
793,2014-04-28,Canada,Admin,Overhead,7038.0
794,2014-04-28,Canada,Utilities,Overhead,6490.0
795,2014-04-28,Mexico,Revenue,Product A,81037.0
796,2014-04-28,Mexico,Labor,Product A,19310.0
797,2014-04-28,Mexico,Raw Materials,Product A,22627.683110170205
798,2014-04-28,Mexico,Admin,Product A,6969.0
799,2014-04-28,Mexico,Utilities,Product A,3333.0
800,2014-04-28,Mexico,Revenue,Product B,39019.0
801,2014-04-28,Mexico,Labor,Product B,11908.0
802,2014-04-28,Mexico,Raw Materials,Product B,13007.667957889998
803,2014-04-28,Mexico,Admin,Product B,6570.0
804,2014-04-28,Mexico,Utilities,Product B,5560.0
805,2014-04-28,Mexico,Revenue,Overhead,48690.364331932375
806,2014-04-28,Mexico,Labor,Overhead,15415.0
807,2014-04-28,Mexico,Raw Materials,Overhead,16781.364331932375
808,2014-04-28,Mexico,Admin,Overhead,8850.0
809,2014-04-28,Mexico,Utilities,Overhead,3872.0
810,2014-05-05,United States,Revenue,Product A,73325.0
811,2014-05-05,United States,Labor,Product A,19444.0
812,2014-05-05,United States,Raw Materials,Product A,17123.37664440334
813,2014-05-05,United States,Admin,Product A,7898.0
814,2014-05-05,United States,Utilities,Product A,6450.0
815,2014-05-05,United States,Revenue,Product B,36984.0
816,2014-05-05,United States,Labor,Product B,10077.0
817,2014-05-05,United States,Raw Materials,Product B,10169.972114159365
818,2014-05-05,United States,Admin,Product B,6065.0
819,2014-05-05,United States,Utilities,Product B,5136.0
820,2014-05-05,United States,Revenue,Overhead,60347.35827769096
821,2014-05-05,United States,Labor,Overhead,19510.0
822,2014-05-05,United States,Raw Materials,Overhead,21178.35827769096
823,2014-05-05,United States,Admin,Overhead,9670.0
824,2014-05-05,United States,Utilities,Overhead,5190.0
825,2014-05-05,Canada,Revenue,Product A,84016.0
826,2014-05-05,Canada,Labor,Product A,19184.0
827,2014-05-05,Canada,Raw Materials,Product A,17129.107337478617
828,2014-05-05,Canada,Admin,Product A,9033.0
829,2014-05-05,Canada,Utilities,Product A,4997.0
830,2014-05-05,Canada,Revenue,Product B,38005.46821023508
831,2014-05-05,Canada,Labor,Product B,13687.0
832,2014-05-05,Canada,Raw Materials,Product B,12203.468210235076
833,2014-05-05,Canada,Admin,Product B,5197.0
834,2014-05-05,Canada,Utilities,Product B,4669.0
835,2014-05-05,Canada,Revenue,Overhead,34157.24507815547
836,2014-05-05,Canada,Labor,Overhead,11202.0
837,2014-05-05,Canada,Raw Materials,Overhead,10462.245078155473
838,2014-05-05,Canada,Admin,Overhead,7035.0
839,2014-05-05,Canada,Utilities,Overhead,3477.0
840,2014-05-05,Mexico,Revenue,Product A,60789.0
841,2014-05-05,Mexico,Labor,Product A,19446.0
842,2014-05-05,Mexico,Raw Materials,Product A,20014.996565863672
843,2014-05-05,Mexico,Admin,Product A,8068.0
844,2014-05-05,Mexico,Utilities,Product A,6044.0
845,2014-05-05,Mexico,Revenue,Product B,39029.0
846,2014-05-05,Mexico,Labor,Product B,10950.0
847,2014-05-05,Mexico,Raw Materials,Product B,9386.900576702297
848,2014-05-05,Mexico,Admin,Product B,6857.0
849,2014-05-05,Mexico,Utilities,Product B,6593.0
850,2014-05-05,Mexico,Revenue,Overhead,46365.11979374508
851,2014-05-05,Mexico,Labor,Overhead,14612.0
852,2014-05-05,Mexico,Raw Materials,Overhead,16814.119793745074
853,2014-05-05,Mexico,Admin,Overhead,7853.0
854,2014-05-05,Mexico,Utilities,Overhead,4932.0
855,2014-05-12,United States,Revenue,Product A,56359.0
856,2014-05-12,United States,Labor,Product A,17326.0
857,2014-05-12,United States,Raw Materials,Product A,16486.18497793565
858,2014-05-12,United States,Admin,Product A,8228.0
859,2014-05-12,United States,Utilities,Product A,6719.0
860,2014-05-12,United States,Revenue,Product B,38196.79460943625
861,2014-05-12,United States,Labor,Product B,12371.0
862,2014-05-12,United States,Raw Materials,Product B,13470.79460943625
863,2014-05-12,United States,Admin,Product B,5094.0
864,2014-05-12,United States,Utilities,Product B,5674.0
865,2014-05-12,United States,Revenue,Overhead,47512.784021225445
866,2014-05-12,United States,Labor,Overhead,16898.0
867,2014-05-12,United States,Raw Materials,Overhead,17340.784021225445
868,2014-05-12,United States,Admin,Overhead,7116.0
869,2014-05-12,United States,Utilities,Overhead,4683.0
870,2014-05-12,Canada,Revenue,Product A,60541.0
871,2014-05-12,Canada,Labor,Product A,16166.0
872,2014-05-12,Canada,Raw Materials,Product A,15920.31432868442
873,2014-05-12,Canada,Admin,Product A,7265.0
874,2014-05-12,Canada,Utilities,Product A,5188.0
875,2014-05-12,Canada,Revenue,Product B,48894.88735064099
876,2014-05-12,Canada,Labor,Product B,17783.0
877,2014-05-12,Canada,Raw Materials,Product B,17824.887350640984
878,2014-05-12,Canada,Admin,Product B,6639.0
879,2014-05-12,Canada,Utilities,Product B,3827.0
880,2014-05-12,Canada,Revenue,Overhead,41705.015823852475
881,2014-05-12,Canada,Labor,Overhead,13531.0
882,2014-05-12,Canada,Raw Materials,Overhead,11378.015823852471
883,2014-05-12,Canada,Admin,Overhead,7935.0
884,2014-05-12,Canada,Utilities,Overhead,6876.0
885,2014-05-12,Mexico,Revenue,Product A,77632.0
886,2014-05-12,Mexico,Labor,Product A,15959.0
887,2014-05-12,Mexico,Raw Materials,Product A,16925.267728064566
888,2014-05-12,Mexico,Admin,Product A,8449.0
889,2014-05-12,Mexico,Utilities,Product A,4928.0
890,2014-05-12,Mexico,Revenue,Product B,47176.49759138803
891,2014-05-12,Mexico,Labor,Product B,15109.0
892,2014-05-12,Mexico,Raw Materials,Product B,12554.497591388035
893,2014-05-12,Mexico,Admin,Product B,8368.0
894,2014-05-12,Mexico,Utilities,Product B,6797.0
895,2014-05-12,Mexico,Revenue,Overhead,37074.72121462168
896,2014-05-12,Mexico,Labor,Overhead,11792.0
897,2014-05-12,Mexico,Raw Materials,Overhead,9967.721214621675
898,2014-05-12,Mexico,Admin,Overhead,6645.0
899,2014-05-12,Mexico,Utilities,Overhead,5467.0
900,2014-05-19,United States,Revenue,Product A,85840.0
901,2014-05-19,United States,Labor,Product A,19397.0
902,2014-05-19,United States,Raw Materials,Product A,22015.523533712534
903,2014-05-19,United States,Admin,Product A,9662.0
904,2014-05-19,United States,Utilities,Product A,5418.0
905,2014-05-19,United States,Revenue,Product B,43496.0
906,2014-05-19,United States,Labor,Product B,15031.0
907,2014-05-19,United States,Raw Materials,Product B,15679.704253248603
908,2014-05-19,United States,Admin,Product B,6332.0
909,2014-05-19,United States,Utilities,Product B,6208.0
910,2014-05-19,United States,Revenue,Overhead,54710.15339202529
911,2014-05-19,United States,Labor,Overhead,18393.0
912,2014-05-19,United States,Raw Materials,Overhead,20621.15339202529
913,2014-05-19,United States,Admin,Overhead,5574.0
914,2014-05-19,United States,Utilities,Overhead,5291.0
915,2014-05-19,Canada,Revenue,Product A,57973.0
916,2014-05-19,Canada,Labor,Product A,10536.0
917,2014-05-19,Canada,Raw Materials,Product A,12068.010851799245
918,2014-05-19,Canada,Admin,Product A,8281.0
919,2014-05-19,Canada,Utilities,Product A,3474.0
920,2014-05-19,Canada,Revenue,Product B,52402.80959055819
921,2014-05-19,Canada,Labor,Product B,18609.0
922,2014-05-19,Canada,Raw Materials,Product B,21723.809590558183
923,2014-05-19,Canada,Admin,Product B,5954.0
924,2014-05-19,Canada,Utilities,Product B,3875.0
925,2014-05-19,Canada,Revenue,Overhead,38525.56647352089
926,2014-05-19,Canada,Labor,Overhead,11205.0
927,2014-05-19,Canada,Raw Materials,Overhead,9754.566473520894
928,2014-05-19,Canada,Admin,Overhead,9805.0
929,2014-05-19,Canada,Utilities,Overhead,6572.0
930,2014-05-19,Mexico,Revenue,Product A,87148.0
931,2014-05-19,Mexico,Labor,Product A,15975.0
932,2014-05-19,Mexico,Raw Materials,Product A,14770.31356353832
933,2014-05-19,Mexico,Admin,Product A,9757.0
934,2014-05-19,Mexico,Utilities,Product A,5713.0
935,2014-05-19,Mexico,Revenue,Product B,45830.61094454296
936,2014-05-19,Mexico,Labor,Product B,15588.0
937,2014-05-19,Mexico,Raw Materials,Product B,15682.61094454296
938,2014-05-19,Mexico,Admin,Product B,8432.0
939,2014-05-19,Mexico,Utilities,Product B,3688.0
940,2014-05-19,Mexico,Revenue,Overhead,41086.5965576976
941,2014-05-19,Mexico,Labor,Overhead,14243.0
942,2014-05-19,Mexico,Raw Materials,Overhead,13756.5965576976
943,2014-05-19,Mexico,Admin,Overhead,6724.0
944,2014-05-19,Mexico,Utilities,Overhead,4383.0
945,2014-05-26,United States,Revenue,Product A,51759.0
946,2014-05-26,United States,Labor,Product A,16704.0
947,2014-05-26,United States,Raw Materials,Product A,15364.980044058893
948,2014-05-26,United States,Admin,Product A,7262.0
949,2014-05-26,United States,Utilities,Product A,5482.0
950,2014-05-26,United States,Revenue,Product B,54028.38550184686
951,2014-05-26,United States,Labor,Product B,18058.0
952,2014-05-26,United States,Raw Materials,Product B,20223.38550184686
953,2014-05-26,United States,Admin,Product B,7717.0
954,2014-05-26,United States,Utilities,Product B,5332.0
955,2014-05-26,United States,Revenue,Overhead,41885.636664248406
956,2014-05-26,United States,Labor,Overhead,14524.0
957,2014-05-26,United States,Raw Materials,Overhead,13813.636664248408
958,2014-05-26,United States,Admin,Overhead,7065.0
959,2014-05-26,United States,Utilities,Overhead,3768.0
960,2014-05-26,Canada,Revenue,Product A,78865.0
961,2014-05-26,Canada,Labor,Product A,15490.0
962,2014-05-26,Canada,Raw Materials,Product A,15200.577620098778
963,2014-05-26,Canada,Admin,Product A,7161.0
964,2014-05-26,Canada,Utilities,Product A,6293.0
965,2014-05-26,Canada,Revenue,Product B,52955.73326880136
966,2014-05-26,Canada,Labor,Product B,15797.0
967,2014-05-26,Canada,Raw Materials,Product B,17473.733268801363
968,2014-05-26,Canada,Admin,Product B,9150.0
969,2014-05-26,Canada,Utilities,Product B,6942.0
970,2014-05-26,Canada,Revenue,Overhead,43007.11420946563
971,2014-05-26,Canada,Labor,Overhead,14873.0
972,2014-05-26,Canada,Raw Materials,Overhead,13509.11420946563
973,2014-05-26,Canada,Admin,Overhead,8451.0
974,2014-05-26,Canada,Utilities,Overhead,5134.0
975,2014-05-26,Mexico,Revenue,Product A,69846.0
976,2014-05-26,Mexico,Labor,Product A,10054.0
977,2014-05-26,Mexico,Raw Materials,Product A,8671.183285567871
978,2014-05-26,Mexico,Admin,Product A,5832.0
979,2014-05-26,Mexico,Utilities,Product A,3312.0
980,2014-05-26,Mexico,Revenue,Product B,44997.82692190644
981,2014-05-26,Mexico,Labor,Product B,15954.0
982,2014-05-26,Mexico,Raw Materials,Product B,14237.826921906437
983,2014-05-26,Mexico,Admin,Product B,5327.0
984,2014-05-26,Mexico,Utilities,Product B,6125.0
985,2014-05-26,Mexico,Revenue,Overhead,43660.71728857288
